CustomerID,TotalSpent,QuantityPurchased,Frequency,Cluster,CustomerGroup
79940,98.60344808,7,1,0,Occasional
79957,632.3601487,14,2,1,High Value
79963,651.9917166,7,1,2,Loyal
79969,245.0954887,5,1,0,Occasional
79998,386.1116753,9,1,2,Loyal
80001,285.0524041,8,1,2,Loyal
80009,48.88734286,1,1,0,Occasional
80035,40.09235418,4,1,0,Occasional
80060,189.9305873,8,1,2,Loyal
80070,528.1367751,8,1,2,Loyal
80076,22.3036508,1,1,0,Occasional
80091,279.8413312,3,1,0,Occasional
80117,125.890687,4,1,0,Occasional
80129,350.148544,7,1,2,Loyal
80147,183.6268952,3,1,0,Occasional
80155,562.1070399,7,1,2,Loyal
80184,251.8400302,8,1,2,Loyal
80249,211.632483,5,1,0,Occasional
80250,18.64354345,1,1,0,Occasional
80251,117.9808438,7,1,0,Occasional
80258,261.6990934,4,1,0,Occasional
80260,249.0708814,6,1,2,Loyal
80261,233.0440771,5,1,0,Occasional
80265,376.1071475,9,1,2,Loyal
80279,72.90036567,4,1,0,Occasional
80284,146.4944686,6,1,0,Occasional
80288,373.0823741,5,1,2,Loyal
80299,853.5457714,16,2,1,High Value
80307,172.1405268,5,1,0,Occasional
80315,568.6937038,7,1,2,Loyal
80322,18.1977083,1,1,0,Occasional
80324,62.77950794,1,1,0,Occasional
80338,324.0497977,4,1,0,Occasional
80364,209.9789057,5,1,0,Occasional
80374,123.0281917,2,1,0,Occasional
80381,322.2507056,7,1,2,Loyal
80393,454.2713554,6,1,2,Loyal
80399,35.4153411,1,1,0,Occasional
80401,109.7435498,2,1,0,Occasional
80405,363.8456387,9,1,2,Loyal
80410,157.3109029,3,1,0,Occasional
80421,311.6089412,8,1,2,Loyal
80422,33.92743675,1,1,0,Occasional
80424,72.26725914,1,1,0,Occasional
80429,518.2116751,7,1,2,Loyal
80439,123.9969359,2,1,0,Occasional
80444,526.5271327,6,1,2,Loyal
80449,83.24957079,1,1,0,Occasional
80452,231.5975153,4,1,0,Occasional
80457,189.3443292,5,1,0,Occasional
80461,518.8509649,7,1,2,Loyal
80463,202.2108944,8,1,2,Loyal
80466,105.8605517,2,1,0,Occasional
80490,208.9861921,8,1,2,Loyal
80510,147.7781973,7,1,2,Loyal
80511,85.66506953,3,1,0,Occasional
80515,466.8618362,5,1,2,Loyal
80521,215.372144,4,1,0,Occasional
80537,534.9858649,8,1,2,Loyal
80542,109.0643796,9,1,2,Loyal
80545,394.7619211,9,2,1,High Value
80546,275.4200672,3,1,0,Occasional
80556,689.2339806,9,1,2,Loyal
80564,201.1904498,3,1,0,Occasional
80575,59.21327405,3,1,0,Occasional
80611,706.5879655,8,1,2,Loyal
80618,424.9051278,8,1,2,Loyal
80621,369.050339,9,1,2,Loyal
80628,88.21719525,2,1,0,Occasional
80635,39.17567045,2,1,0,Occasional
80660,240.0541711,6,1,2,Loyal
80676,264.1643485,9,1,2,Loyal
80679,75.81654503,2,1,0,Occasional
80681,302.4191122,5,1,2,Loyal
80683,337.6342742,9,1,2,Loyal
80686,556.51934794,10,2,1,High Value
80693,37.64187625,2,1,0,Occasional
80717,204.0587657,3,1,0,Occasional
80718,362.9078749,7,1,2,Loyal
80736,226.4572939,9,1,2,Loyal
80753,99.76988423,7,1,0,Occasional
80782,724.006462,8,1,2,Loyal
80786,253.0655135,5,1,0,Occasional
80797,338.9582769,8,1,2,Loyal
80801,77.79883238,4,1,0,Occasional
80815,110.9740969,2,1,0,Occasional
80827,327.2788608,4,1,0,Occasional
80828,245.4952201,6,1,2,Loyal
80829,139.8665005,6,1,0,Occasional
80842,754.7096729,8,1,2,Loyal
80843,400.0319211,6,1,2,Loyal
80863,69.03284826,1,1,0,Occasional
80885,195.9986983,7,1,2,Loyal
80891,221.6095698,3,1,0,Occasional
80917,289.644732,9,1,2,Loyal
80922,531.1166371,7,1,2,Loyal
80935,32.61982865,2,1,0,Occasional
80936,341.0988621,5,1,2,Loyal
80946,431.7758771,7,1,2,Loyal
80958,58.04915623,3,1,0,Occasional
80960,427.6537386,8,1,2,Loyal
80964,317.9113741,8,1,2,Loyal
80999,45.21310259,1,1,0,Occasional
81036,342.411336,7,1,2,Loyal
81037,203.2854427,4,1,0,Occasional
81050,386.4511673,5,1,2,Loyal
81051,444.3338814,7,1,2,Loyal
81055,11.5909192,1,1,0,Occasional
81056,188.3705691,4,1,0,Occasional
81059,592.8730305,9,1,2,Loyal
81064,416.3180666,5,1,2,Loyal
81073,73.15414274,7,1,0,Occasional
81089,502.0616945,7,1,2,Loyal
81095,667.173568,7,1,2,Loyal
81099,62.22166686,4,1,0,Occasional
81115,427.3633827,8,1,2,Loyal
81139,149.5582544,3,1,0,Occasional
81190,378.9456003,7,1,2,Loyal
81198,643.385022,8,1,2,Loyal
81206,290.7668428,8,1,2,Loyal
81220,145.8406378,3,1,0,Occasional
81250,178.5898655,9,1,2,Loyal
81280,35.85314056,1,1,0,Occasional
81286,100.231604,7,1,0,Occasional
81289,39.82977315,2,1,0,Occasional
81294,93.536546,1,1,0,Occasional
81298,344.7948878,8,1,2,Loyal
81299,62.5474657,1,1,0,Occasional
81307,63.22905588,1,1,0,Occasional
81317,296.0412874,6,1,2,Loyal
81339,60.86137452,2,1,0,Occasional
81344,96.29739319,4,1,0,Occasional
81346,335.6618107,9,1,2,Loyal
81357,123.8176061,2,1,0,Occasional
81361,74.9281826,7,1,0,Occasional
81369,19.36705589,1,1,0,Occasional
81394,105.2596389,2,1,0,Occasional
81402,143.0413363,2,1,0,Occasional
81407,55.8485565,2,1,0,Occasional
81439,58.91635013,5,1,0,Occasional
81490,355.3103158,6,1,2,Loyal
81493,86.30417247,3,1,0,Occasional
81499,420.431944,5,1,2,Loyal
81501,326.0392419,4,1,0,Occasional
81515,82.99920821,3,1,0,Occasional
81522,144.4279163,2,1,0,Occasional
81525,446.0341679,6,1,2,Loyal
81562,635.5249683,8,1,2,Loyal
81574,197.4975859,3,1,0,Occasional
81582,43.15853687,1,1,0,Occasional
81587,75.11177281,3,1,0,Occasional
81588,301.9234311,6,1,2,Loyal
81595,647.5963148,9,1,2,Loyal
81608,459.5633143,6,1,2,Loyal
81610,517.9631857,7,1,2,Loyal
81628,192.0450626,3,1,0,Occasional
81637,110.1727556,9,1,2,Loyal
81648,35.76038955,1,1,0,Occasional
81649,343.1972232,8,1,2,Loyal
81662,65.31333403,3,1,0,Occasional
81666,107.6142668,2,1,0,Occasional
81687,404.4015005,5,1,2,Loyal
81693,708.6380629,9,1,2,Loyal
81696,801.2028259,9,1,2,Loyal
81708,226.9914923,4,1,0,Occasional
81717,491.6830856,15,2,1,High Value
81724,244.8542156,7,1,2,Loyal
81755,58.87216213,2,1,0,Occasional
81761,182.9655554,7,1,2,Loyal
81763,241.3500111,9,1,2,Loyal
81774,201.7558886,5,1,0,Occasional
81779,416.8520124,6,1,2,Loyal
81796,663.5375249,9,1,2,Loyal
81800,48.76837782,2,1,0,Occasional
81801,529.0858629,9,1,2,Loyal
81808,52.14418217,1,1,0,Occasional
81817,549.3808103,6,1,2,Loyal
81826,496.2651439,8,1,2,Loyal
81827,139.3575358,6,1,0,Occasional
81834,176.83200617,4,2,1,High Value
81841,54.43071862,2,1,0,Occasional
81848,183.3677045,7,1,2,Loyal
81849,581.6701582,8,1,2,Loyal
81854,358.3552065,6,1,2,Loyal
81867,46.00737535,1,1,0,Occasional
81868,264.7972315,4,1,0,Occasional
81890,495.9537014,6,1,2,Loyal
81894,609.5592614,9,1,2,Loyal
81908,609.8559169,7,1,2,Loyal
81924,236.5298868,5,1,0,Occasional
81937,491.219972,7,1,2,Loyal
81947,264.655697,4,1,0,Occasional
81953,1326.1596299,15,2,1,High Value
81960,222.8393395,5,1,0,Occasional
81966,152.5084196,2,1,0,Occasional
81975,646.6513811,8,1,2,Loyal
81980,325.1069216,5,1,2,Loyal
82008,802.8407209,9,1,2,Loyal
82033,32.4073925,2,1,0,Occasional
82040,81.15189453,1,1,0,Occasional
82043,65.88119222,3,1,0,Occasional
82048,654.9961235,8,1,2,Loyal
82054,32.33588372,2,1,0,Occasional
82056,166.9747557,5,1,0,Occasional
82058,98.88686766,3,1,0,Occasional
82059,127.4274033,7,1,0,Occasional
82085,340.2670657,6,1,2,Loyal
82093,87.34250174,7,1,0,Occasional
82098,31.60461036,1,1,0,Occasional
82119,170.6353521,4,1,0,Occasional
82129,41.86728501,2,1,0,Occasional
82142,292.8888809,5,1,2,Loyal
82152,167.6863551,6,1,0,Occasional
82153,365.4192411,6,1,2,Loyal
82155,183.2429813,5,1,0,Occasional
82166,461.5253823,7,1,2,Loyal
82176,117.2356468,2,1,0,Occasional
82196,165.7531909,8,1,2,Loyal
82211,319.5372224,7,1,2,Loyal
82221,267.85320117,4,2,1,High Value
82222,354.1417219,4,1,2,Loyal
82243,44.0752025,4,1,0,Occasional
82266,314.5865336,4,1,0,Occasional
82271,75.78698083,3,1,0,Occasional
82272,158.9155807,7,1,2,Loyal
82273,13.5938715,1,1,0,Occasional
82323,220.9202653,8,1,2,Loyal
82331,49.08585199,2,1,0,Occasional
82339,81.96956613,1,1,0,Occasional
82360,131.9535821,4,1,0,Occasional
82363,211.1750402,4,1,0,Occasional
82368,98.49216054,6,1,0,Occasional
82374,67.94673546,8,1,2,Loyal
82387,162.6078682,4,1,0,Occasional
82389,188.0252775,3,1,0,Occasional
82397,139.6831929,6,1,0,Occasional
82409,129.6915414,3,1,0,Occasional
82420,266.9615002,8,1,2,Loyal
82422,357.4166705,7,1,2,Loyal
82436,548.9182444,8,1,2,Loyal
82443,159.3844934,5,1,0,Occasional
82469,203.2124988,6,1,0,Occasional
82476,317.661792,4,1,0,Occasional
82488,74.39821971,1,1,0,Occasional
82512,191.21464349000001,13,2,1,High Value
82523,153.2133959,7,1,2,Loyal
82524,131.8238882,5,1,0,Occasional
82528,337.6672077,5,1,2,Loyal
82530,538.3345156,8,1,2,Loyal
82549,284.9923968,5,1,2,Loyal
82563,327.9465094,4,1,0,Occasional
82569,425.9220545,7,1,2,Loyal
82575,324.9146511,4,1,0,Occasional
82603,133.7673936,8,1,2,Loyal
82619,673.5877443,8,1,2,Loyal
82637,60.26562275,1,1,0,Occasional
82644,132.0925792,3,1,0,Occasional
82648,11.8674245,1,1,0,Occasional
82649,262.7000147,5,1,0,Occasional
82652,345.5088939,5,1,2,Loyal
82674,140.7714453,2,1,0,Occasional
82692,220.3736378,3,1,0,Occasional
82695,78.56583224,6,1,0,Occasional
82727,60.9186215,1,1,0,Occasional
82736,11.54859256,1,1,0,Occasional
82747,230.577887,4,1,0,Occasional
82751,357.7280309,5,1,2,Loyal
82753,132.90228237,3,2,1,High Value
82758,94.6173495,2,1,0,Occasional
82774,518.4169436,6,1,2,Loyal
82778,80.33558617,1,1,0,Occasional
82801,59.49909997,3,1,0,Occasional
82804,745.9049527,9,1,2,Loyal
82805,13.49097037,1,1,0,Occasional
82808,247.6271529,3,1,0,Occasional
82809,124.6664666,2,1,0,Occasional
82815,327.35629174,6,2,1,High Value
82817,77.77070688,3,1,0,Occasional
82834,291.4105629,5,1,2,Loyal
82845,20.1555583,2,1,0,Occasional
82865,154.6641344,3,1,0,Occasional
82877,533.597001,8,1,2,Loyal
82882,252.7860422,8,1,2,Loyal
82893,134.1663487,3,1,0,Occasional
82895,361.4989351,8,1,2,Loyal
82907,522.44941,8,1,2,Loyal
82911,396.666642,5,1,2,Loyal
82916,303.16233,6,1,2,Loyal
82925,98.53680274,3,1,0,Occasional
82928,58.98573554,5,1,0,Occasional
82934,427.8331964,9,1,2,Loyal
82944,619.3609802,7,1,2,Loyal
82952,473.6319921,8,1,2,Loyal
82958,325.4872504,5,1,2,Loyal
82972,367.0125911,5,1,2,Loyal
82976,164.36425,2,1,0,Occasional
82978,259.1058575,7,1,2,Loyal
82981,293.8313572,5,1,2,Loyal
82996,403.2042392,5,1,2,Loyal
83054,506.334373,8,1,2,Loyal
83060,308.6526492,6,1,2,Loyal
83084,288.039706,8,1,2,Loyal
83089,40.03612264,2,1,0,Occasional
83090,502.9073156,9,1,2,Loyal
83094,376.1364695,5,1,2,Loyal
83102,61.07058067,2,1,0,Occasional
83104,582.9363859,6,1,2,Loyal
83108,529.6131577,9,1,2,Loyal
83112,244.1943814,4,1,0,Occasional
83121,145.4060941,2,1,0,Occasional
83137,106.694987,8,1,2,Loyal
83152,176.9840469,4,1,0,Occasional
83166,67.9532167,1,1,0,Occasional
83204,35.97059943,2,1,0,Occasional
83208,165.1748688,3,1,0,Occasional
83212,244.1621633,3,1,0,Occasional
83221,48.71668051,1,1,0,Occasional
83224,398.8376395,7,1,2,Loyal
83241,322.4974836,6,2,1,High Value
83249,12.49761211,1,1,0,Occasional
83250,395.9120715,5,1,2,Loyal
83259,216.0221886,7,1,2,Loyal
83265,168.1880931,4,1,0,Occasional
83292,166.1206711,2,1,0,Occasional
83293,186.7981217,7,1,2,Loyal
83297,758.4972244,9,1,2,Loyal
83316,81.04685917,3,2,1,High Value
83329,111.6486771,4,1,0,Occasional
83338,347.4637906,8,1,2,Loyal
83354,87.85260561,7,1,0,Occasional
83364,91.34325801,1,1,0,Occasional
83386,715.3200764,8,1,2,Loyal
83397,44.79307763,1,1,0,Occasional
83403,144.1885896,2,1,0,Occasional
83407,389.6614393,7,1,2,Loyal
83431,459.9013722,9,1,2,Loyal
83434,186.3893267,4,1,0,Occasional
83453,145.8735832,2,1,0,Occasional
83454,143.3674965,3,1,0,Occasional
83472,43.65714523,4,1,0,Occasional
83486,36.96101559,1,1,0,Occasional
83490,377.1768938,5,1,2,Loyal
83500,17.83865053,1,1,0,Occasional
83510,54.80753101,3,1,0,Occasional
83519,433.972583,8,1,2,Loyal
83524,443.2880516,6,1,2,Loyal
83530,537.0085035,8,1,2,Loyal
83532,75.49761521,1,1,0,Occasional
83533,64.17107068,3,1,0,Occasional
83548,92.22297132,7,1,0,Occasional
83558,27.99249594,1,1,0,Occasional
83582,260.9052641,5,1,0,Occasional
83584,182.3126207,7,1,2,Loyal
83585,236.7048096,5,1,0,Occasional
83609,389.2974889,9,1,2,Loyal
83619,323.0449595,7,1,2,Loyal
83638,59.7035384,1,1,0,Occasional
83642,122.4342001,2,1,0,Occasional
83647,355.294093,6,1,2,Loyal
83664,312.5292192,8,1,2,Loyal
83665,35.07849784,1,1,0,Occasional
83675,197.1026592,9,1,2,Loyal
83679,24.02357906,2,1,0,Occasional
83698,736.6652803,9,1,2,Loyal
83710,96.91261233,1,1,0,Occasional
83721,395.8077051,5,1,2,Loyal
83734,596.4052389,6,1,2,Loyal
83735,332.5045011,9,1,2,Loyal
83741,280.1359343,9,1,2,Loyal
83753,542.4101536,9,1,2,Loyal
83755,111.2546842,4,1,0,Occasional
83768,507.93034151,10,2,1,High Value
83788,233.489181,4,1,0,Occasional
83789,70.53389097,4,1,0,Occasional
83793,113.8906288,7,1,0,Occasional
83865,170.8463617,7,1,2,Loyal
83870,50.26584801,3,1,0,Occasional
83874,49.0300969,2,1,0,Occasional
83901,109.9032441,3,1,0,Occasional
83913,165.2882958,3,1,0,Occasional
83922,93.63000044,6,1,0,Occasional
83956,152.0106138,3,1,0,Occasional
83968,114.7338487,3,1,0,Occasional
83988,200.4043004,5,1,0,Occasional
83995,74.48887436,1,1,0,Occasional
84012,157.6906803,2,1,0,Occasional
84013,709.2900303,8,1,2,Loyal
84019,611.5613828,8,1,2,Loyal
84044,234.9641667,3,1,0,Occasional
84076,143.5970004,9,1,2,Loyal
84085,246.2348457,6,1,2,Loyal
84088,512.3375739,6,1,2,Loyal
84095,719.8772774,9,1,2,Loyal
84136,75.31085819,1,1,0,Occasional
84161,77.24097244,2,1,0,Occasional
84167,656.3934766,7,1,2,Loyal
84168,131.9613334,5,1,0,Occasional
84195,154.1650107,5,1,0,Occasional
84204,283.1930363,6,1,2,Loyal
84209,47.282981,2,1,0,Occasional
84218,22.24679081,1,1,0,Occasional
84228,23.52147848,1,1,0,Occasional
84247,84.54133834,1,1,0,Occasional
84251,151.4258737,2,1,0,Occasional
84259,468.5333491,6,1,2,Loyal
84263,345.1582234,5,1,2,Loyal
84270,214.8700071,4,1,0,Occasional
84273,41.72256559,1,1,0,Occasional
84275,74.45726285,4,1,0,Occasional
84282,174.4491289,3,1,0,Occasional
84291,566.8640275,6,1,2,Loyal
84293,106.3746522,6,1,0,Occasional
84301,440.1755099,5,1,2,Loyal
84303,19.40988833,1,1,0,Occasional
84331,75.38024174,1,1,0,Occasional
84338,120.3577243,3,1,0,Occasional
84355,137.7569801,8,1,2,Loyal
84360,297.0763178,7,1,2,Loyal
84361,156.5338348,2,1,0,Occasional
84370,91.70531493,1,1,0,Occasional
84371,194.2675291,5,1,0,Occasional
84376,250.5732163,3,1,0,Occasional
84391,84.13486433,2,1,0,Occasional
84418,383.2538796,9,1,2,Loyal
84440,293.6105211,9,1,2,Loyal
84448,209.9772902,4,1,0,Occasional
84458,55.4839671,1,1,0,Occasional
84462,8.801074821,1,1,0,Occasional
84467,287.2841042,6,1,2,Loyal
84479,421.7690502,7,1,2,Loyal
84482,747.2457125000001,11,2,1,High Value
84496,550.4945844,6,1,2,Loyal
84511,99.52206074,3,1,0,Occasional
84544,55.23666399,1,1,0,Occasional
84549,80.90179197,9,1,2,Loyal
84553,195.7193694,4,1,0,Occasional
84559,232.3656323,6,1,2,Loyal
84576,137.0713298,9,1,2,Loyal
84591,584.6810726,9,1,2,Loyal
84596,51.85033024,1,1,0,Occasional
84600,169.795197,2,1,0,Occasional
84606,605.8315029,8,1,2,Loyal
84609,401.3951658,8,1,2,Loyal
84614,614.7058264,7,1,2,Loyal
84626,457.4561204,6,1,2,Loyal
84643,192.0404983,8,1,2,Loyal
84660,527.282069,6,1,2,Loyal
84666,196.1168512,8,1,2,Loyal
84676,49.56413299,2,1,0,Occasional
84683,40.2547099,1,1,0,Occasional
84691,111.7078435,2,1,0,Occasional
84693,35.28812096,2,1,0,Occasional
84728,218.1484041,4,1,0,Occasional
84730,10.03931466,1,1,0,Occasional
84737,160.4962076,2,1,0,Occasional
84738,200.1057318,6,1,0,Occasional
84748,610.3350216,7,1,2,Loyal
84765,353.6900269,9,1,2,Loyal
84775,156.1553133,4,1,0,Occasional
84852,115.9326275,6,1,0,Occasional
84884,70.65483214,2,1,0,Occasional
84885,515.473724,6,1,2,Loyal
84889,109.0273052,3,1,0,Occasional
84903,239.5736595,6,1,2,Loyal
84904,480.1045897,7,1,2,Loyal
84918,234.6840897,7,1,2,Loyal
84943,355.5312651,6,1,2,Loyal
84952,404.9119224,5,1,2,Loyal
84955,43.64891378,3,1,0,Occasional
84962,122.1116085,7,1,0,Occasional
84964,42.05991996,2,1,0,Occasional
84967,200.0451603,6,1,0,Occasional
84969,63.77735073,6,1,0,Occasional
84971,364.8171679,7,1,2,Loyal
84977,672.5003165,9,1,2,Loyal
84992,241.2665021,3,1,0,Occasional
85005,38.08423783,4,1,0,Occasional
85016,439.9448269,7,1,2,Loyal
85027,159.8557809,2,1,0,Occasional
85084,418.2328464,5,1,2,Loyal
85087,129.6790571,4,1,0,Occasional
85088,438.730374,6,1,2,Loyal
85100,118.226434,2,1,0,Occasional
85108,68.33948945,2,1,0,Occasional
85111,144.241205,2,1,0,Occasional
85121,92.63260489,8,1,2,Loyal
85129,117.7349232,5,1,0,Occasional
85133,203.1982423,9,1,2,Loyal
85143,360.7472607,7,1,2,Loyal
85151,425.0739902,7,1,2,Loyal
85155,442.40826,7,1,2,Loyal
85158,240.8032035,4,1,0,Occasional
85163,421.1794056,5,1,2,Loyal
85172,404.0573354,7,1,2,Loyal
85199,421.2810109,6,1,2,Loyal
85201,21.89568935,2,1,0,Occasional
85202,688.9230883,9,1,2,Loyal
85213,202.0545948,6,1,0,Occasional
85215,215.5615124,4,1,0,Occasional
85223,63.33601788,1,1,0,Occasional
85231,71.55244645,6,1,0,Occasional
85243,336.3763321,5,1,2,Loyal
85250,33.15418195,1,1,0,Occasional
85251,14.35890558,1,1,0,Occasional
85254,25.60243082,1,1,0,Occasional
85284,620.1481283,8,1,2,Loyal
85291,241.3349136,5,1,0,Occasional
85293,244.138982,5,1,0,Occasional
85302,188.4111704,5,1,0,Occasional
85330,164.2519528,2,1,0,Occasional
85331,39.04742678,1,1,0,Occasional
85333,320.6961281,7,1,2,Loyal
85341,206.3534014,4,1,0,Occasional
85345,239.0641212,7,1,2,Loyal
85363,84.99642984,1,1,0,Occasional
85378,71.51372937,1,1,0,Occasional
85379,345.3356979,4,1,0,Occasional
85408,379.4335826,9,1,2,Loyal
85414,236.2619978,4,1,0,Occasional
85420,439.7254838,7,1,2,Loyal
85424,773.5666806,9,1,2,Loyal
85440,271.9580946,5,1,0,Occasional
85446,446.6497155,9,1,2,Loyal
85473,94.15694216,7,1,0,Occasional
85478,292.239148,4,1,0,Occasional
85482,260.5389125,3,1,0,Occasional
85485,153.9408136,6,1,0,Occasional
85487,174.5759847,4,1,0,Occasional
85498,42.73731911,3,1,0,Occasional
85512,534.4397523,9,1,2,Loyal
85519,35.22423703,1,1,0,Occasional
85529,478.2261144,8,1,2,Loyal
85558,546.8418439,9,1,2,Loyal
85614,62.18828836,2,1,0,Occasional
85615,189.0272848,9,1,2,Loyal
85618,119.2570553,6,1,0,Occasional
85623,85.05564567,6,1,0,Occasional
85640,34.75092421,1,1,0,Occasional
85659,320.5006075,4,1,0,Occasional
85661,219.5120826,5,1,0,Occasional
85666,232.1852474,9,1,2,Loyal
85669,29.8813113,2,1,0,Occasional
85673,54.99387997,2,1,0,Occasional
85679,93.70567993,2,1,0,Occasional
85689,236.8556281,8,1,2,Loyal
85698,308.6243567,4,1,0,Occasional
85703,178.9396736,3,1,0,Occasional
85724,156.2388114,5,1,0,Occasional
85731,217.1985511,6,1,2,Loyal
85735,93.90273646,1,1,0,Occasional
85739,13.55891044,1,1,0,Occasional
85745,351.1904442,4,1,0,Occasional
85770,283.2035536,7,1,2,Loyal
85771,420.2933285,8,1,2,Loyal
85775,81.10583633,2,1,0,Occasional
85780,488.4985987,7,1,2,Loyal
85816,346.9090124,4,1,0,Occasional
85817,79.94239281,6,1,0,Occasional
85822,335.1933422,4,1,0,Occasional
85856,106.7313526,3,1,0,Occasional
85875,60.55182651,2,1,0,Occasional
85882,114.2805888,9,1,2,Loyal
85885,443.3231666,5,1,2,Loyal
85908,283.2946829,6,1,2,Loyal
85948,115.3173207,4,1,0,Occasional
85953,22.82899412,1,1,0,Occasional
85957,239.3123973,8,1,2,Loyal
85958,293.7567398,4,1,0,Occasional
85969,148.208274,2,1,0,Occasional
85971,549.9980007,6,1,2,Loyal
85992,87.52399249,4,1,0,Occasional
86007,253.84215361,13,2,1,High Value
86012,64.55688602,3,1,0,Occasional
86014,63.05055191,1,1,0,Occasional
86015,54.79745064,1,1,0,Occasional
86021,725.467455,9,1,2,Loyal
86022,208.9985158,3,1,0,Occasional
86040,706.2016488,9,1,2,Loyal
86048,73.78964664,5,1,0,Occasional
86080,724.9768838,9,1,2,Loyal
86092,40.41082468,1,1,0,Occasional
86102,125.1279739,8,1,2,Loyal
86127,248.4364034,3,1,0,Occasional
86139,196.644959,6,1,0,Occasional
86141,87.59326271,4,1,0,Occasional
86142,28.38203364,1,1,0,Occasional
86145,168.7358308,5,1,0,Occasional
86147,292.9260275,5,1,2,Loyal
86148,214.3955146,8,1,2,Loyal
86151,291.8637408,4,1,0,Occasional
86156,322.1293843,6,1,2,Loyal
86157,310.0019719,4,1,0,Occasional
86161,107.9280686,6,1,0,Occasional
86170,175.4105589,7,1,2,Loyal
86185,602.3379697,13,2,1,High Value
86188,108.4193678,3,1,0,Occasional
86204,77.06366193,1,1,0,Occasional
86219,252.7789145,4,1,0,Occasional
86223,266.0067569,5,1,0,Occasional
86237,677.5027456,8,1,2,Loyal
86260,239.7814311,3,1,0,Occasional
86269,125.2322648,3,1,0,Occasional
86279,134.393901,3,1,0,Occasional
86312,28.62962757,1,1,0,Occasional
86321,371.1929999,5,1,2,Loyal
86331,271.8193535,5,1,0,Occasional
86332,725.6635938,8,1,2,Loyal
86375,253.9926021,3,1,0,Occasional
86376,212.3547671,3,1,0,Occasional
86378,29.34729653,3,1,0,Occasional
86395,262.7125967,8,1,2,Loyal
86417,146.8749817,9,1,2,Loyal
86418,406.3931166,5,1,2,Loyal
86422,430.0473819,6,1,2,Loyal
86425,310.2107938,5,1,2,Loyal
86439,331.3040031,9,1,2,Loyal
86440,74.5118619,1,1,0,Occasional
86441,23.7257801,1,1,0,Occasional
86462,97.37847647,8,1,2,Loyal
86472,31.20195017,1,1,0,Occasional
86474,610.5243001,7,1,2,Loyal
86491,937.6958399,17,2,1,High Value
86499,133.7787538,2,1,0,Occasional
86511,339.2079279,5,1,2,Loyal
86522,64.62229185,3,1,0,Occasional
86531,369.0418071,4,1,2,Loyal
86547,78.24188184,7,1,0,Occasional
86561,36.64896219,1,1,0,Occasional
86583,127.7183342,6,1,0,Occasional
86584,646.1941745,9,1,2,Loyal
86613,107.8256226,2,1,0,Occasional
86624,196.2320246,6,1,0,Occasional
86631,332.5407633,9,1,2,Loyal
86639,466.475183,6,1,2,Loyal
86641,111.2168958,3,1,0,Occasional
86642,376.5187597,5,1,2,Loyal
86646,104.4886031,2,1,0,Occasional
86652,234.2343053,9,1,2,Loyal
86663,305.9048992,4,1,0,Occasional
86667,358.3371113,7,1,2,Loyal
86668,58.01369446,3,1,0,Occasional
86680,154.0882914,2,1,0,Occasional
86692,186.6149037,4,1,0,Occasional
86693,301.747552,9,1,2,Loyal
86701,48.31008666,4,1,0,Occasional
86705,623.1250127,11,2,1,High Value
86720,285.652754,9,1,2,Loyal
86721,28.41325187,1,1,0,Occasional
86741,139.4237092,5,1,0,Occasional
86748,83.37565623,1,1,0,Occasional
86755,367.7544152,7,1,2,Loyal
86757,759.8115153,8,1,2,Loyal
86758,111.2669345,2,1,0,Occasional
86789,125.6217016,5,1,0,Occasional
86801,162.1814894,5,1,0,Occasional
86812,75.97655088,5,1,0,Occasional
86825,429.234624,8,1,2,Loyal
86844,72.45448455,1,1,0,Occasional
86873,46.04363282,1,1,0,Occasional
86875,102.6833685,3,1,0,Occasional
86911,407.6474943,8,1,2,Loyal
86915,507.43262,9,1,2,Loyal
86932,160.0329375,8,1,2,Loyal
86941,55.83576413,1,1,0,Occasional
86963,281.6813661,8,1,2,Loyal
86972,12.77542651,1,1,0,Occasional
87001,526.7109696,7,1,2,Loyal
87024,96.7935257,4,1,0,Occasional
87025,218.021902,4,1,0,Occasional
87034,317.3982702,7,1,2,Loyal
87039,83.27059783,2,1,0,Occasional
87053,38.09438109,1,1,0,Occasional
87084,487.1717546,7,1,2,Loyal
87100,105.0220955,2,1,0,Occasional
87116,618.3369493,8,1,2,Loyal
87122,191.6049128,3,1,0,Occasional
87129,352.4855392,4,1,2,Loyal
87136,67.94276345,3,1,0,Occasional
87145,692.4595679,9,1,2,Loyal
87148,52.74621594,1,1,0,Occasional
87213,363.010819,6,1,2,Loyal
87219,72.59143,8,1,2,Loyal
87221,106.9929049,2,1,0,Occasional
87227,558.7787466,9,1,2,Loyal
87251,60.09389626,6,1,0,Occasional
87256,430.9806293,8,1,2,Loyal
87270,120.129891,4,1,0,Occasional
87284,696.918309,8,1,2,Loyal
87288,360.9584562,5,1,2,Loyal
87307,257.4567029,3,1,0,Occasional
87320,297.8714751,4,1,0,Occasional
87322,242.29682,7,1,2,Loyal
87333,51.17084281,1,1,0,Occasional
87334,335.1722606,5,1,2,Loyal
87337,488.3608518,6,1,2,Loyal
87370,183.4636659,2,1,0,Occasional
87380,151.7463822,2,1,0,Occasional
87409,110.2208882,4,1,0,Occasional
87417,79.1894659,1,1,0,Occasional
87420,693.6685197,8,1,2,Loyal
87429,340.690162,7,1,2,Loyal
